Name;Site ;Plot ;Date;Open_water;Bare_rock;Bare_soil;Species ;Genus;Abundance;distance_road;dist_t1;dist_t2;dist_t3;dist_t4;dist_t5;Altitude_point;Altitude_nearest_road;D altitude;Operation_start;Invasive;Com;Str;Rud;CSR;L;F;R;N;S;Classification;X_Coord;Y_Coord
Frøya;1;36;08.07.2024;0;0;0;Polytrichum sp. ;Polytrichum;6;17,94;135,21;599,37;619,9;695,24;726,15;48,12;52,66;-4,54;2020;NOL;;;;;;;;;;B;481911,52;7062535,69
Frøya;1;36;08.07.2024;0;0;0;Ptilidium ciliare;Ptilidium;9;17,94;135,21;599,37;619,9;695,24;726,15;48,12;52,66;-4,54;2020;NOL;;;;;6;5;2;2;0;B;481911,52;7062535,69
Frøya;1;36;08.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;14;17,94;135,21;599,37;619,9;695,24;726,15;48,12;52,66;-4,54;2020;NOL;;;;;7;4;2;1;0;B;481911,52;7062535,69
Frøya;1;36;08.07.2024;0;0;0;Rhytidiadelphus loreus;Rhytidiadelphus;16;17,94;135,21;599,37;619,9;695,24;726,15;48,12;52,66;-4,54;2020;NOL;;;;;5;6;2;2;0;B;481911,52;7062535,69
Frøya;1;36;08.07.2024;0;0;0;Tvebladmose;Tvebladmose;1;17,94;135,21;599,37;619,9;695,24;726,15;48,12;52,66;-4,54;2020;;;;;;;;;;;B;481911,52;7062535,69
Frøya;1;36;08.07.2024;0;0;0;Vaccinium myrtillus;Vaccinium;10;17,94;135,21;599,37;619,9;695,24;726,15;48,12;52,66;-4,54;2020;NOL;13,15;43,56;43,29;SR/CSR;6;6;2;2;0;V;481911,52;7062535,69
Frøya;1;36;08.07.2024;0;0;0;Vaccinium vitis-idaea;Vaccinium;10;17,94;135,21;599,37;619,9;695,24;726,15;48,12;52,66;-4,54;2020;NOL;3,36;96,64;0;S;6;5;2;2;0;V;481911,52;7062535,69
Frøya;1;37;10.07.2024;0;10;0;Bryocaulon divergens;Bryocaulon;5;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;;;;;;;;;;L;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Calluna vulgaris ;Calluna;10;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Carex panicea;Carex;3;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Cetraria islandica;Cetraria;10;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL ;;;;;;;;;;L;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Cladonia sp.;Cladonia;18;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL ;;;;;;;;;;L;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Dicranum sp. ;Dicranum;1;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL ;;;;;;;;;;B;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Empetrum nigrum;Empetrum;13;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;0;100;0;S;7;6;2;1;0;V;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Eriophorum vaginatum;Eriophorum;4;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;16,19;76,13;7,68;S/CS;8;8;2;1;0;V;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Euphrasia sp. ;Euphrasia;1;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;;;;;;;;;;V;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Parmelia omphalodes;Parmelia;2;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;;;;;;;;;;L;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Racomitrium lanuginosum;Racomitrium;16;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;;;;;7;4;2;1;0;B;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Rock lichen;Rock lichen;3;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;;;;;;;;;;;L;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Sphaerophorus sp;Sphaerophorus ;3;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;;;;;;;;;;L;483576,21;7064106
Frøya;1;37;10.07.2024;0;10;0;Vaccinium uliginosum ;Vaccinium;5;13,06;67,73;340,52;578,03;649,6;784,34;62,39;60,5;1,89;2020;NOL;10,72;63,58;25,7;S/SR;7;6;2;2;0;V;483576,21;7064106
Frøya;1;38;10.07.2024;0;5;0;Bryocaulon divergens;Bryocaulon;1;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;;;;;;;;;;L;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Calluna vulgaris ;Calluna;3;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Carex panicea;Carex;1;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Cetraria islandica;Cetraria;6;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL ;;;;;;;;;;L;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Cladonia sp.;Cladonia;11;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL ;;;;;;;;;;L;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Lysimachia europaea;Lysimachia;9;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;10,73;33,72;55,54;R/CSR;5;6;3;3;0;V;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Molinia caerulea;Molinia;10;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;15,69;65,27;19,04;S/SR;7;8;3;2;0;V;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Potentilla erecta ;Potentilla;10;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;16,48;50,52;33;SR/CSR;7;7;3;2;0;V;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Racomitrium lanuginosum;Racomitrium;20;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;;;;;7;4;2;1;0;B;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Rock lichen;Rock lichen;2;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;;;;;;;;;;;L;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Sphagnum sp. ;Sphagnum;2;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;;;;;;;;;;B;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Succisa pratensis ;Succisa;1;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;35,52;33,42;31,06;CSR;7;7;5;2;0;V;483345,22;7063938,3
Frøya;1;38;10.07.2024;0;5;0;Trichophorum cespitosum;Trichophorum;11;19,64;55,07;331,26;622,24;735,11;858,53;52,12;51,84;0,28;2020;NOL;1,19;98,81;0;S;8;8;2;1;0;V;483345,22;7063938,3
Frøya;1;39;12.07.2024;0;0;0;Andromeda polifolia;Andromeda;1;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;2,28;97,72;0;S;9;9;1;1;0;V;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Betula nana;Betula;1;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Calluna vulgaris ;Calluna;6;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Cladonia sp.;Cladonia;9;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL ;;;;;;;;;;L;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Dicranum sp. ;Dicranum;2;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL ;;;;;;;;;;B;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Empetrum nigrum;Empetrum;14;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;0;100;0;S;7;6;2;1;0;V;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Erica tetralix;Erica;1;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;0;100;0;S;8;8;2;1;0;V;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Eriophorum vaginatum;Eriophorum;20;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;16,19;76,13;7,68;S/CS;8;8;2;1;0;V;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Hylocomium splendens;Hylocomium;20;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;;;;;6;5;4;2;0;B;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;9;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;;;;;6;4;4;4;0;B;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;20;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;;;;;6;5;2;2;0;B;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;10;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;;;;;7;4;2;1;0;B;482938,91;7062566,16
Frøya;1;39;12.07.2024;0;0;0;Rhytidiadelphus loreus;Rhytidiadelphus;8;16,46;536,19;570,38;644,65;929,66;1053,5;45,38;46,23;-0,85;2020;NOL;;;;;5;6;2;2;0;B;482938,91;7062566,16
Frøya;1;40;10.07.2024;0;5;0;Arctous alpina ;Arctous;4;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;13,28;65,44;21,28;S/SR;7;6;2;2;0;V;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Betula nana;Betula;7;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Bryocaulon divergens;Bryocaulon;5;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;;;;;;;;;;L;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Calluna vulgaris ;Calluna;4;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Carex panicea;Carex;18;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Cetraria islandica;Cetraria;7;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL ;;;;;;;;;;L;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Cladonia sp.;Cladonia;15;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL ;;;;;;;;;;L;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Empetrum nigrum;Empetrum;3;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;0;100;0;S;7;6;2;1;0;V;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Fargelav branch?;Fargelav;4;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;;;;;;;;;;;L;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Fargelav flat?;Fargelav;1;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;;;;;;;;;;;L;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Frullania tamarisci;Frullania;3;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;;;;;6;5;4;2;1;B;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Huperzia selago;Huperzia;1;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;;;;;7;6;2;2;0;V;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Racomitrium lanuginosum;Racomitrium;18;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;;;;;7;4;2;1;0;B;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Rock lichen;Rock lichen;1;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;;;;;;;;;;;L;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Sphaerophorus sp;Sphaerophorus ;3;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;;;;;;;;;;L;483345,32;7064011,16
Frøya;1;40;10.07.2024;0;5;0;Vaccinium uliginosum ;Vaccinium;18;42,38;114,44;305,46;693,75;769,29;827,63;61,05;54,57;6,48;2020;NOL;10,72;63,58;25,7;S/SR;7;6;2;2;0;V;483345,32;7064011,16
Frøya;1;41;08.07.2024;0;5;0;Calluna vulgaris ;Calluna;5;31,22;97,2;459,57;581,97;1067,46;1152,02;37,7;39,17;-1,47;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;481411,01;7062343,46
Frøya;1;41;08.07.2024;0;5;0;Carex panicea;Carex;6;31,22;97,2;459,57;581,97;1067,46;1152,02;37,7;39,17;-1,47;2020;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;481411,01;7062343,46
Frøya;1;41;08.07.2024;0;5;0;Cladonia sp.;Cladonia;10;31,22;97,2;459,57;581,97;1067,46;1152,02;37,7;39,17;-1,47;2020;NOL ;;;;;;;;;;L;481411,01;7062343,46
Frøya;1;41;08.07.2024;0;5;0;Polytrichum sp. ;Polytrichum;11;31,22;97,2;459,57;581,97;1067,46;1152,02;37,7;39,17;-1,47;2020;NOL;;;;;;;;;;B;481411,01;7062343,46
Frøya;1;41;08.07.2024;0;5;0;Racomitrium lanuginosum;Racomitrium;20;31,22;97,2;459,57;581,97;1067,46;1152,02;37,7;39,17;-1,47;2020;NOL;;;;;7;4;2;1;0;B;481411,01;7062343,46
Frøya;1;41;08.07.2024;0;5;0;Rock lichen;Rock lichen;1;31,22;97,2;459,57;581,97;1067,46;1152,02;37,7;39,17;-1,47;2020;;;;;;;;;;;L;481411,01;7062343,46
Frøya;1;42;11.07.2024;0;0;0;Andromeda polifolia;Andromeda;15;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;2,28;97,72;0;S;9;9;1;1;0;V;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Arctous alpina ;Arctous;10;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;13,28;65,44;21,28;S/SR;7;6;2;2;0;V;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Betula nana;Betula;6;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Calluna vulgaris ;Calluna;18;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Cladonia sp.;Cladonia;20;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL ;;;;;;;;;;L;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Diplophyllum albicans;Diplophyllum;1;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL ;;;;;5;6;2;1;0;B;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Empetrum nigrum;Empetrum;3;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;0;100;0;S;7;6;2;1;0;V;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Eriophorum vaginatum;Eriophorum;16;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;16,19;76,13;7,68;S/CS;8;8;2;1;0;V;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;15;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;;;;;6;4;4;4;0;B;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;15;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;;;;;6;5;2;2;0;B;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Ptilidium ciliare;Ptilidium;10;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;;;;;6;5;2;2;0;B;483616,69;7063523,76
Frøya;1;42;11.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;7;38,08;243,65;403,47;495,67;563,78;637,49;54,56;55,95;-1,4;2020;NOL;;;;;7;4;2;1;0;B;483616,69;7063523,76
Frøya;1;43;11.07.2024;0;0;0;Agrostis stolonifera;Agrostis;1;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;11,4;46,71;41,89;SR/CSR;7;6;7;6;1;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Andromeda polifolia;Andromeda;4;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;2,28;97,72;0;S;9;9;1;1;0;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Arctous alpina ;Arctous;15;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;13,28;65,44;21,28;S/SR;7;6;2;2;0;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Avenella flexuosa;Avenella;8;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;1,66;68,15;30,18;S/SR;6;5;2;3;0;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Betula nana;Betula;3;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;2,44;85,63;11,92;S;7;8;1;1;0;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Calluna vulgaris ;Calluna;20;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Cladonia sp.;Cladonia;10;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL ;;;;;;;;;;L;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Dicranum sp. ;Dicranum;4;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL ;;;;;;;;;;B;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Empetrum nigrum;Empetrum;15;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;0;100;0;S;7;6;2;1;0;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Hylocomium splendens;Hylocomium;18;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;;;;;6;5;4;2;0;B;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;18;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;;;;;6;4;4;4;0;B;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Juniperus communis;Juniperus;2;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;0;86,61;13,39;S;8;5;5;3;0;V;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Pleurozium schreberi;Pleurozium;17;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;;;;;6;5;2;2;0;B;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Ptilidium ciliare;Ptilidium;5;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;;;;;6;5;2;2;0;B;483605,53;7063431,9
Frøya;1;43;11.07.2024;0;0;0;Vaccinium vitis-idaea;Vaccinium;12;45,73;169,85;444,92;556,5;563,37;656,08;56,46;55,37;1,09;2020;NOL;3,36;96,64;0;S;6;5;2;2;0;V;483605,53;7063431,9
Frøya;1;44;10.07.2024;0;0;0;Calluna vulgaris ;Calluna;13;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Carex panicea;Carex;12;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Cirriphyllum piliferum;Cirriphyllum;3;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL ;;;;;4;6;6;6;0;B;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Cladonia sp.;Cladonia;13;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL ;;;;;;;;;;L;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Dactylorhiza maculata;Dactylorhiza;1;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;49,8;0;50,2;CR;7;7;3;2;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Erica tetralix;Erica;7;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;0;100;0;S;8;8;2;1;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Eriophorum angustifolium;Eriophorum;1;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;30,35;63,4;6,25;S/CS;8;9;4;1;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Hypnum cupressiforme;Hypnum;8;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;;;;;6;4;4;4;0;B;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Molinia caerulea;Molinia;7;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;15,69;65,27;19,04;S/SR;7;8;3;2;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Narthecium ossifragum;Narthecium;17;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;;;;;8;9;2;1;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Potentilla erecta ;Potentilla;5;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;16,48;50,52;33;SR/CSR;7;7;3;2;0;V;483872,22;7064254,19
Frøya;1;44;10.07.2024;0;0;0;Racomitrium lanuginosum;Racomitrium;17;24,67;248,6;285,14;647,71;669,28;860,24;50,99;52,34;-1,35;2020;NOL;;;;;7;4;2;1;0;B;483872,22;7064254,19
Frøya;1;45;09.07.2024;0;10;0;Calluna vulgaris ;Calluna;3;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL ;0;91,99;8,01;S;7;6;2;2;0;V;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Carex lasiocarpa;Carex;7;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL ;23,26;72,51;4,23;S/CS;8;10;6;3;0;V;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Carex panicea;Carex;3;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL ;12,14;58,86;29;S/CSR;8;8;4;2;0;V;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Cetraria islandica;Cetraria;3;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL ;;;;;;;;;;L;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Cladonia sp.;Cladonia;16;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL ;;;;;;;;;;L;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Empetrum nigrum;Empetrum;4;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL;0;100;0;S;7;6;2;1;0;V;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Euphrasia sp. ;Euphrasia;2;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL;;;;;;;;;;V;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Hypnum cupressiforme;Hypnum;3;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL;;;;;6;4;4;4;0;B;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Lotus corniculatus ;Lotus;10;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL;14,21;18,98;66,81;R/SR;7;4;6;2;1;V;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Polytrichum sp. ;Polytrichum;5;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL;;;;;;;;;;B;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Potentilla erecta ;Potentilla;1;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL;16,48;50,52;33;SR/CSR;7;7;3;2;0;V;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Racomitrium lanuginosum;Racomitrium;20;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;NOL;;;;;7;4;2;1;0;B;481757,96;7063029,27
Frøya;1;45;09.07.2024;0;10;0;Rock lichen;Rock lichen;8;17,32;305,37;439,54;630,2;709,67;765,52;48,26;48,31;-0,05;2020;;;;;;;;;;;L;481757,96;7063029,27
